baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Kingdom	Phylum	Class	Order	Family	Genus	newp	Treatment	tissue	otu
Otu000871	11.7994588960301	4.6540980755933	1.21708742159224	3.82396366359996	0.000131323277256263	0.00416673709039503	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_1	4.0e-03	RPS	D19_feces	Otu00087
Otu00098	10.3766189866329	-2.33856375769868	0.746523998031154	-3.13260359193581	0.00173263273371464	0.0183420085948411	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	1.8e-02	Control	D19_feces	Otu00098
Otu00107	37.8632641195536	-2.8908383258455	0.757732544384826	-3.8151170188849	0.000136118414299321	0.00416673709039503	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	4.0e-03	Control	D19_feces	Otu00107
Otu00110	17.7460807303739	1.97152949970591	0.841267505720804	2.34352270389511	0.019102599571218	0.0815012001932517	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	8.2e-02	RPS	D19_feces	Otu00110
Otu00112	23.167779517565	-2.28458353056	0.799586980000677	-2.85720451645932	0.00427390359337656	0.0336432923888873	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	3.4e-02	Control	D19_feces	Otu00112
Otu00119	57.0321633684783	5.4753236430914	1.38656974396804	3.94882671204285	7.85351757581454e-05	0.00344432842253581	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Succiniclasticum	3.0e-03	RPS	D19_feces	Otu00119
Otu00126	16.4746140887803	-3.58121938532277	0.965971904631976	-3.70737427056657	0.000209419329368503	0.00494551800893312	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005	5.0e-03	Control	D19_feces	Otu00126
Otu00132	39.8438012950167	-2.72165740897267	1.24069061270217	-2.19366325585798	0.0282596272453524	0.0974798378013841	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	NA	9.7e-02	Control	D19_feces	Otu00132
Otu00138	12.96050690227	-1.78928086264342	0.707086648948831	-2.53049730935154	0.0113900958524546	0.0582793237783926	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	5.8e-02	Control	D19_feces	Otu00138
Otu00140	9.19785915382856	-2.51857397594763	0.934521036762999	-2.69504256926252	0.00703796388585192	0.0469707589773161	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	4.7e-02	Control	D19_feces	Otu00140
Otu00141	30.092126512795	-1.52630691894512	0.648576032560587	-2.35331995374426	0.018606616233068	0.0815012001932517	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_S24-7_group	NA	8.2e-02	Control	D19_feces	Otu00141
Otu00145	21.8002974502471	1.84448479018283	0.703261201586021	2.6227592052897	0.00872208927671775	0.0522192390890345	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	5.2e-02	RPS	D19_feces	Otu00145
Otu00149	6.10984276057112	-3.85143945134761	0.933252185809025	-4.12690107766407	3.67684461565452e-05	0.00225758259401188	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Pseudobutyrivibrio	2.0e-03	Control	D19_feces	Otu00149
Otu00159	19.4077525987259	-2.14658168117696	0.864520630948692	-2.48297334306688	0.0130290837277045	0.0645149791033111	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	6.5e-02	Control	D19_feces	Otu00159
Otu00164	4.24446550035393	-2.99589256898489	1.14719973440106	-2.61148296948396	0.00901504779061508	0.0522192390890345	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	NA	5.2e-02	Control	D19_feces	Otu00164
Otu00168	33.2750254672331	-2.12173549151666	0.677293593591749	-3.13266729759676	0.00173225675409437	0.0183420085948411	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	NA	1.8e-02	Control	D19_feces	Otu00168
Otu00170	15.42513180147	-3.6474996092421	1.59731643309378	-2.28351723783208	0.022399918648894	0.0859596878151308	Bacteria	Bacteroidetes	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	NA	8.6e-02	Control	D19_feces	Otu00170
Otu00176	18.9690077358752	2.41106861860317	0.948806436018849	2.54115963706983	0.0110485460914161	0.0574898923739786	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5	5.7e-02	RPS	D19_feces	Otu00176
Otu00177	6.68789902742034	-1.65424011955378	0.729679386812767	-2.26707804749629	0.0233854583554927	0.0886337742609414	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Mogibacterium	8.9e-02	Control	D19_feces	Otu00177
Otu00180	10.9376769482609	1.5622716019962	0.656818297722016	2.37854457985487	0.0173811350984809	0.0796419175408005	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	8.0e-02	RPS	D19_feces	Otu00180
Otu00182	27.2036170505927	-2.48120406625229	1.03636793802263	-2.39413433706408	0.0166596457824455	0.0774925947759206	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema_2	7.7e-02	Control	D19_feces	Otu00182
Otu00184	18.5894535675297	-2.92071223709672	1.02559465573406	-2.84782318313296	0.00440193740267898	0.0337848695655612	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_unclassified	NA	3.4e-02	Control	D19_feces	Otu00184
Otu00210	5.04640839907524	-2.72951022511944	0.814971964870537	-3.34920750992096	0.0008104307346606	0.0103667598142002	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	1.0e-02	Control	D19_feces	Otu00210
Otu00216	4.61754727891767	-2.31365458977531	0.83721489187982	-2.76351342076633	0.00571827407118304	0.0408258172058882	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5	4.1e-02	Control	D19_feces	Otu00216
Otu002231	22.7497410730394	7.13101441170474	1.254404542227	5.68478044494698	1.30980820262098e-08	2.01055559102321e-06	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_7	0.0e+00	RPS	D19_feces	Otu00223
Otu00229	1.64402614430397	-1.80384817134823	0.809833758577163	-2.22743020063463	0.0259185358906098	0.0925231455629909	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	9.3e-02	Control	D19_feces	Otu00229
Otu00234	3.1977689928428	-2.42614893178356	1.08025658804845	-2.24590061160057	0.024710374710439	0.0913986148928286	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	9.1e-02	Control	D19_feces	Otu00234
Otu00238	1.62089019188841	-3.54447218290594	1.44613669439766	-2.45099387674571	0.0142462376757687	0.0672860764070923	Bacteria	Bacteroidetes	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	NA	6.7e-02	Control	D19_feces	Otu00238
Otu00251	3.11522828241119	-3.31375867735565	1.43978090377475	-2.30157148818115	0.0213593495744036	0.0859596878151308	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	NA	8.6e-02	Control	D19_feces	Otu00251
Otu00258	2.08144018232152	2.66373168399883	1.19527087562485	2.22855901396101	0.0258432606644359	0.0925231455629909	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	9.3e-02	RPS	D19_feces	Otu00258
Otu00268	8.27042457583918	-3.36145938341036	0.903017728091707	-3.72247330128715	0.000197280774965387	0.00494551800893312	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	5.0e-03	Control	D19_feces	Otu00268
Otu00270	2.54171567575695	3.76384860332201	1.40246234636475	2.68374307023508	0.00728030313625688	0.047554320485763	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	4.8e-02	RPS	D19_feces	Otu00270
Otu00271	5.97392606448612	5.14316148301205	1.44199428611082	3.56670032090321	0.000361504488094354	0.00693636736531041	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5	7.0e-03	RPS	D19_feces	Otu00271
Otu00284	2.5524005840477	-2.23254439266889	0.997217587488964	-2.23877358429922	0.0251706518752613	0.0919927395917287	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	NA	9.2e-02	Control	D19_feces	Otu00284
Otu00287	5.54034098918131	1.81706214835271	0.70435170112376	2.57976540051465	0.00988674548956292	0.0542005511659967	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	5.4e-02	RPS	D19_feces	Otu00287
Otu00295	3.78853720194609	-2.72553810106734	0.981117507273259	-2.77799354395602	0.00546957049674693	0.0399799557738407	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	4.0e-02	Control	D19_feces	Otu00295
Otu00300	2.18831262647668	2.56055694391156	1.09841353704343	2.33114110265223	0.0197459205710705	0.0819729991740983	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio	8.2e-02	RPS	D19_feces	Otu00300
Otu00304	2.03152182164088	-3.52954935432474	1.23465667234797	-2.8587294212022	0.00425341416697497	0.0336432923888873	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	3.4e-02	Control	D19_feces	Otu00304
Otu00315	10.3062876234452	-2.70976461904647	1.22126822093967	-2.21881202882812	0.0264995153229588	0.0935097839557283	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	9.4e-02	Control	D19_feces	Otu00315
Otu00321	8.1263024949309	-4.52157857809733	0.939812833726479	-4.81114793907282	1.50065885241832e-06	0.000153567422564141	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	NA	0.0e+00	Control	D19_feces	Otu00321
Otu00329	4.00374254150326	4.62062688344253	1.32178435183332	3.49574942163122	0.000472732407462595	0.00818478546486712	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	8.0e-03	RPS	D19_feces	Otu00329
Otu00335	6.81944681037943	-4.94035332239365	1.30275462107929	-3.7922362680247	0.000149296768711223	0.00416673709039503	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified	NA	4.0e-03	Control	D19_feces	Otu00335
Otu00338	9.7167848236162	4.71609384644964	1.35626392460277	3.47726851750549	0.000506550240496662	0.00818478546486712	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group	8.0e-03	RPS	D19_feces	Otu00338
Otu00348	4.05647732421226	-3.36356248055596	0.825311470301098	-4.07550676513539	4.5914247357992e-05	0.00234927898981726	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group	2.0e-03	Control	D19_feces	Otu00348
Otu00350	1.65823939492839	-2.89557894206209	1.16135476893087	-2.49327683454362	0.0126570120661322	0.0637000443328291	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	6.4e-02	Control	D19_feces	Otu00350
Otu00360	2.17360232356425	-2.65737831745412	0.983876377109139	-2.70092704660938	0.00691465038507109	0.0469707589773161	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	4.7e-02	Control	D19_feces	Otu00360
Otu00363	7.03582385703982	-2.27885329657633	0.992291258950318	-2.29655685870597	0.0216440620789973	0.0859596878151308	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	8.6e-02	Control	D19_feces	Otu00363
Otu00364	12.6121781994093	-5.7510819334902	1.26360853354925	-4.55131615591138	5.33113688700299e-06	0.000409164756077479	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	NA	0.0e+00	Control	D19_feces	Otu00364
Otu00368	1.74757393857069	-3.31980881967111	1.47597531031844	-2.24923059109631	0.024497829147622	0.0913986148928286	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	9.1e-02	Control	D19_feces	Otu00368
Otu00380	7.47505449753853	-4.03407330049381	1.42746418676731	-2.82604168839398	0.0047127130216793	0.0352878755525743	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	NA	3.5e-02	Control	D19_feces	Otu00380
Otu00383	4.32718125808158	-2.73700254917927	1.25429620117649	-2.18210223917767	0.0291019879932593	0.0992701145992289	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	9.9e-02	Control	D19_feces	Otu00383
Otu00392	3.06176835452159	3.93239649313525	1.66005608154141	2.36883352126507	0.0178442835252868	0.0805616917979859	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5	8.1e-02	RPS	D19_feces	Otu00392
Otu00398	1.943820698193	-4.00574793534633	1.23515386675263	-3.24311654051485	0.00118229839999836	0.0139602157230575	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	1.4e-02	Control	D19_feces	Otu00398
Otu00415	3.80827212456378	-3.312992175324	1.27443512258216	-2.5995769550132	0.00933387478384325	0.0530648066414792	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	NA	5.3e-02	Control	D19_feces	Otu00415
Otu00422	2.97664048461414	-2.52228945268665	0.954792865772507	-2.64171376128361	0.00824877360568041	0.051681091774365	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010	5.2e-02	Control	D19_feces	Otu00422
Otu00432	2.9970319133658	-3.94978459630906	1.48102300991493	-2.66692993280093	0.00765476288663619	0.0489585876291106	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium]_coprostanoligenes_group	4.9e-02	Control	D19_feces	Otu00432
Otu00448	2.00727740595735	-3.59461105122243	1.57118149350293	-2.28783948008979	0.0221468707630311	0.0859596878151308	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	8.6e-02	Control	D19_feces	Otu00448
Otu00452	8.66005964275731	-5.27789074758519	1.54542581009937	-3.41516927768007	0.000637423842659901	0.00931852950936141	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	9.0e-03	Control	D19_feces	Otu00452
Otu00457	3.60726034569741	-4.43797587916687	1.2746426569155	-3.48174121985396	0.000498164867340936	0.00818478546486712	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	8.0e-03	Control	D19_feces	Otu00457
Otu00467	1.42113200766065	-3.22515348581978	1.24805793018967	-2.58413764922727	0.00976228241802928	0.0542005511659967	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Pyramidobacter	5.4e-02	Control	D19_feces	Otu00467
Otu00470	5.13884059133944	-1.95984684018697	0.749591562517085	-2.61455296215704	0.00893443075839324	0.0522192390890345	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	5.2e-02	Control	D19_feces	Otu00470
Otu00475	1.84816736958844	-2.94050270924979	1.33594364737417	-2.20106792305904	0.0277312157064415	0.0967441275213356	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	NA	9.7e-02	Control	D19_feces	Otu00475
Otu00483	2.63443415305081	-2.75450412235228	1.04782179353778	-2.62879063915267	0.00856890974232864	0.0522192390890345	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	5.2e-02	Control	D19_feces	Otu00483
Otu00498	3.26278669623165	3.4288528270222	1.15946043737415	2.95728316076708	0.00310362957869419	0.027223265161689	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	2.7e-02	RPS	D19_feces	Otu00498
Otu00509	3.46312495513506	-3.13106859765232	1.34329101191113	-2.33089373031513	0.0197589639703038	0.0819729991740983	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	8.2e-02	Control	D19_feces	Otu00509
Otu00526	2.88125244102445	-2.99536855942157	1.17807492325252	-2.54259597611306	0.0110032377773438	0.0574898923739786	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	NA	5.7e-02	Control	D19_feces	Otu00526
Otu00630	2.60438297677184	-3.88056654986161	1.56759258405875	-2.47549432762319	0.0133051875255589	0.0648363900055015	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	NA	6.5e-02	Control	D19_feces	Otu00630
Otu00669	1.16640044444326	-2.74807988304831	1.18878027484085	-2.31168025009182	0.0207953105531868	0.0851221378643779	Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	NA	8.5e-02	Control	D19_feces	Otu00669
Otu00004	1194.01517507125	-2.23092901566835	0.403462277409505	-5.52946121752047	3.21215802180932e-08	1.83551886960533e-06	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	0.0e+00	Control	D21_feces	Otu00004
Otu000081	273.958217548716	1.19741691385972	0.322732335331913	3.71024772782139	0.000207056535588722	0.00192610730780207	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	2.0e-03	RPS	D21_feces	Otu00008
Otu00009	3.20641713890109	-3.47928111589058	0.935596984820544	-3.71878188187827	0.000200185815746349	0.00190653157853665	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	2.0e-03	Control	D21_feces	Otu00009
Otu000111	227.043171675249	-4.95627295591562	1.09032100861183	-4.54570068518244	5.47527991654423e-06	0.00012874593491169	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	0.0e+00	Control	D21_feces	Otu00011
Otu000141	30.6668493597383	-1.63653657463792	0.610421847632489	-2.68099279372979	0.00734040966527606	0.0290125124889794	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	2.9e-02	Control	D21_feces	Otu00014
Otu00015	53.3608102967213	-2.85867076285328	0.649722478398684	-4.39983355647292	1.08333938822699e-05	0.000188406850126432	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	0.0e+00	Control	D21_feces	Otu00015
Otu000181	651.05884010254	-3.54061376445891	0.485544092975825	-7.29205403933355	3.05264662942103e-13	1.22105865176841e-10	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	0.0e+00	Control	D21_feces	Otu00018
Otu00020	212.451439689044	-1.91629326317887	0.579449695295962	-3.30709167462775	0.00094270035485624	0.00711471965929238	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	7.0e-03	Control	D21_feces	Otu00020
Otu00022	383.577235609868	-2.72235373427619	0.808416958773425	-3.36751190673523	0.000758497510522409	0.00606798008417927	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	6.0e-03	Control	D21_feces	Otu00022
Otu00023	1.43578031094585	-3.17305406083603	1.1573526531542	-2.74164840957363	0.00611317375853071	0.024951729626656	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	2.5e-02	Control	D21_feces	Otu00023
Otu000251	171.321200010643	0.833252419072119	0.332199100691769	2.50829221794087	0.0121316293953006	0.0418796520122461	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	4.2e-02	RPS	D21_feces	Otu00025
Otu00028	134.910857492377	-4.75127711276633	0.910384396375933	-5.21897907266453	1.79912088347213e-07	7.1964835338885e-06	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	0.0e+00	Control	D21_feces	Otu00028
Otu000301	104.335368161603	-1.69274111640056	0.558215319430079	-3.03241609013669	0.00242604536234523	0.0131137587153796	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_unclassified	NA	1.3e-02	Control	D21_feces	Otu00030
Otu000321	112.577638017483	2.48349157313325	0.598476122974034	4.14969198903361	3.3292295230557e-05	0.00042957800297493	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	0.0e+00	RPS	D21_feces	Otu00032
Otu00035	114.179557290292	-1.956098382092	0.780469192196285	-2.50631082129896	0.0121998322421556	0.0418796520122461	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	4.2e-02	Control	D21_feces	Otu00035
