baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	newp	Treatment	name	tissue	otu
Otu033	159.584231445144	4.19006648283459	1.29372725354283	3.23875567385647	0.00120052366546543	0.013926074519399	1.4e-02	RPS	Megasphaera elsdenii 98.718	D19_feces	Otu033
Otu034	62.7482429813525	5.77773870531452	1.69650337401631	3.40567475067043	0.000660007583774206	0.00883394765974706	9.0e-03	RPS	Anaerostipes hadrus 100	D19_feces	Otu034
Otu044	92.9346015699413	-5.12767071551257	1.16618820433467	-4.39694956307501	1.09782842449382e-05	0.000318370243103208	0.0e+00	Control	Peptostreptococcaceae bacterium oral taxon 113 str. W5053 70.536	D19_feces	Otu044
Otu045	95.8528414346765	8.42190603618471	1.57702556006431	5.34037383378952	9.27551112466599e-08	4.03484733922971e-06	0.0e+00	RPS	Clostridium sp. CAG:75 90.179	D19_feces	Otu045
Otu046	66.5653763836326	2.65780239754877	0.922825296892157	2.88007102373502	0.00397585594687706	0.031693043184731	3.2e-02	RPS	Roseburia sp. CAG:182 100	D19_feces	Otu046
Otu062	129.815162766159	4.43516200379443	1.38233436634957	3.20845817897639	0.00133448715720624	0.0145125478346179	1.5e-02	RPS	uncultured Faecalibacterium sp. 100	D19_feces	Otu062
Otu0672	45.6905307382072	8.5339834077653	1.12548007808427	7.58252729119058	3.38887769088435e-14	5.89664718213877e-12	0.0e+00	RPS	Clostridium sp. CAG:167 100	D19_feces	Otu067
Otu072	35.8224395591608	3.00846617744023	0.968713870643842	3.10562929737002	0.00189874588646838	0.0173885149602894	1.7e-02	RPS	Faecalibacterium prausnitzii 98.214	D19_feces	Otu072
Otu073	54.8015254002174	-4.28207585757846	1.06035381506401	-4.03834625456595	5.38293563200218e-05	0.00117078849996047	1.0e-03	Control	Oscillibacter sp. 1-3 81.25	D19_feces	Otu073
Otu089	23.1562962409592	2.18952671987436	0.784172435152584	2.79214956012618	0.00523591488873001	0.0364419676255609	3.6e-02	RPS	Megasphaera elsdenii 100	D19_feces	Otu089
Otu094	17.1000852254929	-5.3137298602557	1.66942464656561	-3.18297077450441	0.0014577232712874	0.0148964329168101	1.5e-02	Control	Lachnospiraceae bacterium P6B14 87.5	D19_feces	Otu094
Otu095	42.282891515348	3.62190074105809	1.089029035834	3.32580732182625	0.000881628498989291	0.0109573827731526	1.1e-02	RPS	Veillonellaceae bacterium Marseille-P2974 100	D19_feces	Otu095
Otu104	24.593785883794	3.2441284752169	0.930038572470454	3.48816551403836	0.000486346913621436	0.00705203024751082	7.0e-03	RPS	Megasphaera sp. DJF_B143 100	D19_feces	Otu104
Otu125	7.3666909988951	-3.81695226572012	0.970962016489783	-3.93110358685209	8.45568275213484e-05	0.0016347653320794	2.0e-03	Control	Pseudobutyrivibrio ruminis 89.474	D19_feces	Otu125
Otu158	5.3600263004698	-4.41752051205239	1.02926053251382	-4.2919361740834	1.77121866668827e-05	0.000440274354291084	0.0e+00	Control	Pseudobutyrivibrio sp. OR37 92.473	D19_feces	Otu158
Otu206	7.03700064846548	3.23532609893422	1.15236370474235	2.80755640395459	0.00499189370948032	0.0364419676255609	3.6e-02	RPS	Megasphaera sp. DJF_B143 100	D19_feces	Otu206
Otu209	2.87724256014641	-2.62750043149059	0.968734042467014	-2.71230318777618	0.00668174469161651	0.0447162913977413	4.5e-02	Control	Pseudobutyrivibrio sp. OR37 92.135	D19_feces	Otu209
Otu005	1677.80223980265	-2.47230168308254	0.47795954143031	-5.17261707065016	2.30837777434144e-07	1.10802133168389e-05	0.0e+00	Control	Roseburia sp. CAG:197 86.607	D21_feces	Otu005
Otu0071	2425.67990941757	4.21832441835379	0.772614573255058	5.45980436348982	4.76659530001819e-08	3.59261809585983e-06	0.0e+00	RPS	Roseburia sp. CAG:197 100	D21_feces	Otu007
Otu009	26.1921133322851	3.3344766841463	0.870104601747657	3.83227105965054	0.000126965735281691	0.0036566131761127	4.0e-03	RPS	Chlamydia trachomatis 79.464	D21_feces	Otu009
Otu0101	644.44355269418	-1.85249346914067	0.678589921492589	-2.72991597792379	0.0063350469378359	0.0350864138095527	3.5e-02	Control	Pseudobutyrivibrio sp. JW11 91.071	D21_feces	Otu010
Otu011	938.957697529145	-4.170303352996	0.764958118070734	-5.45167539827374	4.98974735536087e-08	3.59261809585983e-06	0.0e+00	Control	Coprococcus catus GD/7 100	D21_feces	Otu011
Otu022	24.2929378753004	-2.662662822006	0.709828883109108	-3.75113338632168	0.000176037012416146	0.00422488829798751	4.0e-03	Control	Clostridium sp. CAG:58 97.321	D21_feces	Otu022
Otu025	15.3094428353174	-2.81263873953922	1.03505799203435	-2.71737309521289	0.00658023845490077	0.0350946050928041	3.5e-02	Control	Clostridiales bacterium CoAT_33-7e 89.286	D21_feces	Otu025
Otu028	51.7206720326731	-1.59246427379356	0.575560717696142	-2.766805003941	0.00566086037703089	0.0326671692670538	3.3e-02	Control	Clostridium sp. CAG:299 89.286	D21_feces	Otu028
Otu032	9.55800345802589	-2.26103140580819	0.654610501239574	-3.45401028783787	0.000552316305576053	0.00789793644300545	8.0e-03	Control	Mogibacterium timidum ATCC 33093 61.947	D21_feces	Otu032
Otu037	17.973698932908	-2.61421184205765	1.00737676264345	-2.59506863668139	0.00945720311379186	0.0453945749462009	4.5e-02	Control	Clostridiales bacterium 41_12_two_minus 96.429	D21_feces	Otu037
Otu040	2.90612263711594	-4.07273841261865	1.47232275971588	-2.7661994530361	0.00567138355330796	0.0326671692670538	3.3e-02	Control	Roseburia inulinivorans 93.75	D21_feces	Otu040
Otu041	8.43195271789718	-2.64346328792975	0.642134395716514	-4.11668227954071	3.8436535974626e-05	0.00138371529508654	1.0e-03	Control	Mogibacterium timidum ATCC 33093 61.947	D21_feces	Otu041
Otu0451	72.1137225089882	3.14390146182415	1.13096601301514	2.77983725916092	0.00543861464219145	0.0326671692670538	3.3e-02	RPS	Clostridium sp. CAG:75 90.179	D21_feces	Otu045
Otu056	4.30554211986969	4.06779132163218	1.18590353666043	3.4301199008878	0.000603314589396249	0.00789793644300545	8.0e-03	RPS	Roseburia sp. CAG:309 99.099	D21_feces	Otu056
Otu0673	14.5725347764592	3.27117276429362	0.923978957559045	3.54031088861088	0.000399655942385411	0.0071938069629374	7.0e-03	RPS	Clostridium sp. CAG:167 100	D21_feces	Otu067
Otu069	10.2381321254178	-2.1609590109537	0.820558330998856	-2.63352272387898	0.00845041808424169	0.0434592930046716	4.3e-02	Control	Clostridium sp. CAG:75 78.571	D21_feces	Otu069
Otu0731	10.4536534345365	-3.86454326406503	1.24659733044449	-3.10007343164058	0.00193472670527507	0.0154778136422005	1.5e-02	Control	Oscillibacter sp. 1-3 81.25	D21_feces	Otu073
Otu078	3.88219014787244	-2.25718859524256	0.868585207515441	-2.59869564403379	0.00935787024346688	0.0453945749462009	4.5e-02	Control	Clostridium sp. CAG:505 89.286	D21_feces	Otu078
Otu0941	24.1996003506077	-4.37057337458221	1.34229555126327	-3.25604399900525	0.00112976242663131	0.0135571491195757	1.4e-02	Control	Lachnospiraceae bacterium P6B14 87.5	D21_feces	Otu094
Otu097	4.7860934192704	-2.95708719161686	1.05050247381959	-2.81492644264319	0.00487883996335032	0.0326671692670538	3.3e-02	Control	Faecalibacterium sp. CAG:82-related_59_9 89.286	D21_feces	Otu097
Otu132	3.42641363216392	-3.39997580437857	1.09124617097819	-3.11568177263874	0.0018352020231811	0.0154778136422005	1.5e-02	Control	Clostridium sp. CAG:75 86.607	D21_feces	Otu132
Otu147	3.86248920321524	3.66048404915139	1.14817637718037	3.18808514258114	0.00143218358525848	0.0137497221272727	1.4e-02	RPS	Roseburia sp. CAG:197 97.701	D21_feces	Otu147
Otu154	2.2172218938178	-3.4348509593133	1.22091683476059	-2.81333737198148	0.00490301800410373	0.0326671692670538	3.3e-02	Control	Oscillibacter sp. 1-3 79.464	D21_feces	Otu154
Otu177	4.15429784494608	3.37213099228069	1.07690119694185	3.13132811241807	0.00174017619908119	0.0154778136422005	1.5e-02	RPS	Roseburia sp. CAG:197 98.925	D21_feces	Otu177
Otu182	2.15092665802262	-3.07957990397571	0.963932581409898	-3.19480839569855	0.00139923701658272	0.0137497221272727	1.4e-02	Control	uncultured Flavonifractor sp. 89.286	D21_feces	Otu182
Otu189	3.27386172807797	-2.95899143151889	0.928145305976401	-3.18806916596541	0.00143226272159091	0.0137497221272727	1.4e-02	Control	Brachyspira suanatina 86.486	D21_feces	Otu189
Otu204	1.7077418804232	-2.75272295271971	0.966663479975196	-2.84765382135916	0.00440428041745887	0.0326671692670538	3.3e-02	Control	Roseburia sp. CAG:197 83.908	D21_feces	Otu204
Otu208	2.14438185330315	-3.73883247760605	1.04904712779739	-3.56402718098682	0.000365208112299742	0.0071938069629374	7.0e-03	Control	Roseburia sp. CAG:197 84.783	D21_feces	Otu208
Otu244	1.74811625628344	-3.00956268373022	1.08449933784395	-2.77507102006482	0.00551896544449779	0.0326671692670538	3.3e-02	Control	Anaerostipes sp. 494a 100	D21_feces	Otu244
Otu250	2.84069140806828	-3.81556656972845	1.08742765657266	-3.50880037551582	0.000450132622948011	0.00720212196716817	7.0e-03	Control	Coprococcus catus GD/7 100	D21_feces	Otu250
Otu0021	3548.39497416225	1.27554675087613	0.444021841212593	2.87271172830756	0.00406965275851087	0.0282222342164202	2.8e-02	RPS	[Eubacterium rectale] ATCC 33656 100	lumped_feces	Otu002
Otu0072	3344.09681613275	4.33481468047339	0.484897156903098	8.93965786097536	3.90377122384312e-19	5.19201572771135e-17	0.0e+00	RPS	Roseburia sp. CAG:197 100	lumped_feces	Otu007
Otu008	637.692600626256	-2.80681899964821	0.608771072896601	-4.61063135981979	4.01447873793492e-06	7.62750960207634e-05	0.0e+00	Control	Firmicutes bacterium CAG:176 91.964	lumped_feces	Otu008
Otu0111	429.373334497056	-1.97783425141219	0.551058463563373	-3.58915502108922	0.00033175152905125	0.00400028399534831	4.0e-03	Control	Coprococcus catus GD/7 100	lumped_feces	Otu011
Otu012	43.9334458319105	-4.35418722128328	0.902134531914621	-4.82653868934856	1.38926415059723e-06	3.35949330962602e-05	0.0e+00	Control	Lachnospiraceae bacterium A2 91.071	lumped_feces	Otu012
Otu0201	89.0517217801916	3.54252918223411	0.704075055534585	5.03146525982853	4.86745318853676e-07	1.43860283127864e-05	0.0e+00	RPS	Lachnospiraceae bacterium V9D3004 88.393	lumped_feces	Otu020
Otu026	1126.27154160677	-6.9677634614349	1.56344855079994	-4.45666309765669	8.32452723154842e-06	0.000147621616239459	0.0e+00	Control	Roseburia intestinalis CAG:13 89.286	lumped_feces	Otu026
Otu0341	9.42616168967504	4.83572822335471	0.98064918493132	4.93114999498356	8.17469322099005e-07	2.17446839678335e-05	0.0e+00	RPS	Anaerostipes hadrus 100	lumped_feces	Otu034
Otu0351	52.008493615351	-2.25573440436592	0.469849547543621	-4.8009717496993	1.57897544996823e-06	3.50006224742958e-05	0.0e+00	Control	uncultured Clostridium sp. 100	lumped_feces	Otu035
Otu042	165.851744581503	-7.00751457276691	2.02574535863767	-3.45922775677962	0.000541726612054355	0.00576397115225833	6.0e-03	Control	Roseburia hominis 94.643	lumped_feces	Otu042
Otu0441	225.18876335538	-2.43965374958553	0.741633195530193	-3.28956924297519	0.00100340864506767	0.00972588220581872	1.0e-02	Control	Peptostreptococcaceae bacterium oral taxon 113 str. W5053 70.536	lumped_feces	Otu044
Otu0452	37.1539371560256	5.34312663112575	1.05150659231265	5.08140098235069	3.74661295917967e-07	1.42371292448827e-05	0.0e+00	RPS	Clostridium sp. CAG:75 90.179	lumped_feces	Otu045
Otu048	41.8828381527579	1.25030688333404	0.403749967152871	3.09673556669452	0.00195664329919955	0.0161852810817038	1.6e-02	RPS	Clostridium sp. CAG:253 100	lumped_feces	Otu048
Otu049	13.5143049150776	-5.33698319495089	1.37753608776557	-3.87429646479007	0.000106933171995874	0.00142221118754512	1.0e-03	Control	Roseburia inulinivorans 93.75	lumped_feces	Otu049
Otu057	32.965054153793	1.24855122909563	0.426007762245097	2.93081802668492	0.0033807075337538	0.0249796723327364	2.5e-02	RPS	uncultured Faecalibacterium sp. 100	lumped_feces	Otu057
Otu058	94.4989827048985	-3.45098711518641	0.802543882069784	-4.30006033599834	1.70751614260256e-05	0.000283874558707676	0.0e+00	Control	uncultured Eubacterium sp. 90.179	lumped_feces	Otu058
Otu059	35.2363812685745	-6.49068577702535	1.15918470899277	-5.59935420703158	2.1515178935552e-08	1.14460751937136e-06	0.0e+00	Control	Desulfosporosinus sp. BRH_c37 65.179	lumped_feces	Otu059
Otu061	149.199221245915	-3.92412362724618	0.972735177113731	-4.03411300379793	5.48089383828341e-05	0.000809954311657437	1.0e-03	Control	Clostridium sp. CAG:58 97.321	lumped_feces	Otu061
Otu0674	46.8333276001388	7.58125796094394	0.548600839020285	13.8192606020852	1.95063119074361e-43	5.188678967378e-41	0.0e+00	RPS	Clostridium sp. CAG:167 100	lumped_feces	Otu067
Otu071	196.788440434997	-8.46149120852196	1.31402316812984	-6.43937748872773	1.19964500696837e-10	1.06368523951195e-08	0.0e+00	Control	Roseburia sp. 499 100	lumped_feces	Otu071
Otu0821	47.8327045978762	-7.31708534881384	1.45311648601025	-5.03544307649002	4.76744790676121e-07	1.43860283127864e-05	0.0e+00	Control	Pseudobutyrivibrio sp. JW11 91.071	lumped_feces	Otu082
Otu088	35.4302396271876	-1.63572248020998	0.593645814294587	-2.75538450844408	0.00586231967935594	0.037128024635921	3.7e-02	Control	Firmicutes bacterium CAG:176 91.071	lumped_feces	Otu088
Otu0891	37.8635178400697	1.54066110224801	0.570440195710856	2.7008284371127	0.00691670072568775	0.0418145998416578	4.2e-02	RPS	Megasphaera elsdenii 100	lumped_feces	Otu089
Otu0942	11.2420874679125	-5.10717318912204	1.19865803663488	-4.26074245784055	2.03748912690328e-05	0.000318807122209571	0.0e+00	Control	Lachnospiraceae bacterium P6B14 87.5	lumped_feces	Otu094
Otu103	3.40136145334261	-3.52797435036327	1.15013837488973	-3.06743469080537	0.00215904634239559	0.0168913625610949	1.7e-02	Control	Clostridiales bacterium 41_12_two_minus 100	lumped_feces	Otu103
Otu105	87.6012979580324	-5.88403492196102	2.05200437398864	-2.86745730006596	0.00413784637007664	0.0282222342164202	2.8e-02	Control	[Clostridium] cf. saccharolyticum K10 93.75	lumped_feces	Otu105
Otu108	39.3859077468054	-2.1791496242439	0.676669836580825	-3.22040307759989	0.00128010470297098	0.0113502616996761	1.1e-02	Control	Oscillibacter sp. 1-3 83.036	lumped_feces	Otu108
Otu117	4.78171194829254	2.46019714465692	0.879534400275289	2.79715852374494	0.00515542315683731	0.0339117449719201	3.4e-02	RPS	Chlamydia trachomatis 77.679	lumped_feces	Otu117
Otu127	6.37681734865073	3.49299661336857	0.748218353097598	4.6684187829765	3.03526719329958e-06	6.21062364167452e-05	0.0e+00	RPS	[Eubacterium] cellulosolvens 81.25	lumped_feces	Otu127
Otu128	16.3680355917517	-4.40520483191241	1.52557352872689	-2.88757293500537	0.00388226587551895	0.0279103438618389	2.8e-02	Control	Roseburia inulinivorans 92.857	lumped_feces	Otu128
Otu138	9.74406979753947	-3.1643000270522	1.00927747588518	-3.13521316254181	0.00171729277261724	0.014735479919877	1.5e-02	Control	Firmicutes bacterium CAG:176 89.247	lumped_feces	Otu138
Otu145	2.99138718908431	-2.83475203157186	0.741383009259746	-3.82359994249436	0.000131517246138103	0.00166588511774931	2.0e-03	Control	uncultured Clostridium sp. 100	lumped_feces	Otu145
Otu1471	2.77136611743182	4.19404132748134	0.745234373324764	5.62781519157548	1.82506470622597e-08	1.14460751937136e-06	0.0e+00	RPS	Roseburia sp. CAG:197 97.701	lumped_feces	Otu147
Otu149	3.0907173699506	1.90228236575624	0.576993275485902	3.29688827682485	0.000977623813375889	0.00972588220581872	1.0e-02	RPS	[Eubacterium rectale] ATCC 33656 94.949	lumped_feces	Otu149
Otu159	4.02221055896853	3.02136496305159	1.02139378593421	2.95808042369097	0.00309561347422484	0.0235266624041088	2.4e-02	RPS	[Eubacterium rectale] ATCC 33656 100	lumped_feces	Otu159
Otu175	4.66453822829882	-4.14146260587501	1.16218246278999	-3.56352185519372	0.00036591221413571	0.00405552704000412	4.0e-03	Control	Peptostreptococcaceae bacterium oral taxon 113 str. W5053 70.536	lumped_feces	Otu175
Otu1771	3.99998565776964	4.66913529935827	0.868655601163116	5.37512829377531	7.65281720943844e-08	3.39274896285104e-06	0.0e+00	RPS	Roseburia sp. CAG:197 98.925	lumped_feces	Otu177
Otu2041	1.55126090178505	-1.70005783208084	0.51769322861464	-3.28390973285518	0.00102377707429671	0.00972588220581872	1.0e-02	Control	Roseburia sp. CAG:197 83.908	lumped_feces	Otu204
Otu205	2.8810043038547	3.15901084766309	0.979804436405473	3.22412384582815	0.0012635873984469	0.0113502616996761	1.1e-02	RPS	[Eubacterium rectale] ATCC 33656 100	lumped_feces	Otu205
Otu2081	1.61601443611998	-1.6775000088799	0.543046489272086	-3.08905414549031	0.00200794840487302	0.0161852810817038	1.6e-02	Control	Roseburia sp. CAG:197 84.783	lumped_feces	Otu208
Otu223	1.98650699237897	1.87037017693284	0.6898247729592	2.71136997430428	0.00670058152231559	0.0414501089519988	4.1e-02	RPS	[Eubacterium rectale] ATCC 33656 100	lumped_feces	Otu223
Otu260	1.49132648619512	3.32428450032875	1.19034744675546	2.79270099615855	0.00522699828514559	0.0339117449719201	3.4e-02	RPS	Roseburia sp. CAG:197 96.809	lumped_feces	Otu260
Otu280	4.06538207377327	-3.65161611877996	0.938971497800986	-3.88895310169885	0.000100677568529367	0.00140948595941114	1.0e-03	Control	uncultured Flavonifractor sp. 85.714	lumped_feces	Otu280
Otu300	2.8682600041287	-3.22973776422247	0.902600068522784	-3.57826004767353	0.000345889217642899	0.00400028399534831	4.0e-03	Control	Oscillibacter valericigenes Sjm18-20 73.214	lumped_feces	Otu300
Otu0073	504.086497654995	2.84036044187972	0.647330690867371	4.38780438182819	1.14500687469288e-05	0.000226138857751843	0.0e+00	RPS	Roseburia sp. CAG:197 100	ileum	Otu007
Otu0102	240.810796598863	-1.96403726150173	0.553211551643022	-3.55024629487327	0.000384870898378543	0.00506746682865082	5.0e-03	Control	Pseudobutyrivibrio sp. JW11 91.071	ileum	Otu010
Otu0311	26.1574019892314	3.16369653673503	0.886422222502562	3.56906275183764	0.000358260613521672	0.00506746682865082	5.0e-03	RPS	Roseburia inulinivorans 100	ileum	Otu031
Otu0342	17.6435989737	4.61898493105185	1.02011350286193	4.52791274509483	5.95691680178253e-06	0.000156865475780273	0.0e+00	RPS	Anaerostipes hadrus 100	ileum	Otu034
Otu0352	17.1781300904883	2.01216506188973	0.704868328038458	2.85466800230517	0.00430818388648744	0.0378162807813897	3.8e-02	RPS	uncultured Clostridium sp. 100	ileum	Otu035
Otu038	24.0650060256363	3.55394739734138	1.06060066302082	3.35088174206772	0.000805546950986267	0.0090911727325593	9.0e-03	RPS	Clostridium sp. CAG:75 91.964	ileum	Otu038
Otu0453	17.4589593036676	4.71727419072034	0.980294756939538	4.81209774644473	1.49354270300677e-06	5.89949367687676e-05	0.0e+00	RPS	Clostridium sp. CAG:75 90.179	ileum	Otu045
Otu0491	19.0111420317757	-5.40539118108405	1.10876812983061	-4.87513217205284	1.0873562686262e-06	5.89949367687676e-05	0.0e+00	Control	Roseburia inulinivorans 93.75	ileum	Otu049
Otu0675	4.04688620919967	3.21865307449317	1.10905888146087	2.9021480539009	0.00370613338503496	0.0365980671772203	3.7e-02	RPS	Clostridium sp. CAG:167 100	ileum	Otu067
Otu0074	3610.35447550867	4.12751375030924	1.1450543521137	3.60464439324657	0.000312580626657582	0.00606406415715709	6.0e-03	RPS	Roseburia sp. CAG:197 100	cecum	Otu007
Otu0103	3548.68426695462	-5.25448778991139	1.17292753616811	-4.47980597938514	7.47109196600583e-06	0.000724695920702566	1.0e-03	Control	Pseudobutyrivibrio sp. JW11 91.071	cecum	Otu010
Otu014	4374.12592265647	-4.96494872896807	1.4121766883266	-3.51581269540106	0.000438410157331667	0.00708763087686195	7.0e-03	Control	Helicobacter sp. MIT 05-5293 82.143	cecum	Otu014
Otu0343	55.510192555942	6.63298587245214	1.79849285644128	3.68808018819545	0.000225952448544148	0.00547934687719559	5.0e-03	RPS	Anaerostipes hadrus 100	cecum	Otu034
Otu0401	195.534086698567	-6.15117050318573	1.8520678976992	-3.32124459952427	0.00089616960703924	0.0124183502689723	1.2e-02	Control	Roseburia inulinivorans 93.75	cecum	Otu040
Otu0454	69.9692896281011	6.28427309491864	1.6905305341879	3.71733782255373	0.000201333147039997	0.00547934687719559	5.0e-03	RPS	Clostridium sp. CAG:75 90.179	cecum	Otu045
Otu0492	111.59181059156	-8.31065277438783	1.95931077582218	-4.24162051112104	2.21911681312615e-05	0.00107627165436618	1.0e-03	Control	Roseburia inulinivorans 93.75	cecum	Otu049
Otu0676	10.0153794579142	4.79210320768189	1.53957849837287	3.11260725760103	0.00185442615776174	0.0219596263250329	2.2e-02	RPS	Clostridium sp. CAG:167 100	cecum	Otu067
Otu0732	4.41504333868033	-4.55860280637008	1.84007743456401	-2.47739726640917	0.0132344502811884	0.0987493597904054	9.9e-02	Control	Oscillibacter sp. 1-3 81.25	cecum	Otu073
Otu100	7.52556095294531	-3.4902564523143	1.35548191356138	-2.57491923528808	0.0100263495747549	0.0810463257292689	8.1e-02	Control	Clostridiales bacterium CoAT_30-4c 81.25	cecum	Otu100
Otu1251	10.4222940083292	-4.98381870229073	1.61565104014344	-3.08471234100667	0.00203749110232264	0.0219596263250329	2.2e-02	Control	Pseudobutyrivibrio ruminis 89.474	cecum	Otu125
Otu1581	13.5293163590234	-5.41432717616629	2.0052748133426	-2.70004247803877	0.00693306233510271	0.0611370042277239	6.1e-02	Control	Pseudobutyrivibrio sp. OR37 92.473	cecum	Otu158
Otu270	10.4332143996291	-5.63326123905103	1.89067611500779	-2.97949563880105	0.00288723339891211	0.0280061639694475	2.8e-02	Control	Helicobacter sp. MIT 05-5293 82.796	cecum	Otu270
Otu0075	1822.7498930018	4.10496665213296	1.01703259391539	4.0362193667064	5.43194299548732e-05	0.00465120495566047	5e-03	RPS	Roseburia sp. CAG:197 100	colon	Otu007
Otu0344	88.8903907773959	6.86870651582822	1.80724606401076	3.80064820868097	0.000144318068571714	0.00920027687144674	9e-03	RPS	Anaerostipes hadrus 100	colon	Otu034
Otu0455	88.5980404250857	7.41745299091428	1.50900441911202	4.91546141082815	8.85735969307612e-07	0.000225862672173441	0e+00	RPS	Clostridium sp. CAG:75 90.179	colon	Otu045
Otu0677	10.2497509633366	5.42233753110334	1.34399440385255	4.03449412851739	5.47200583018878e-05	0.00465120495566047	5e-03	RPS	Clostridium sp. CAG:167 100	colon	Otu067
Otu0076	8651.29989586963	5.63821970369638	1.17496029437837	4.79864701017781	1.59741037795007e-06	7.02860566298029e-05	0.0e+00	RPS	Roseburia sp. CAG:197 100	cec_cont_RNA	Otu007
Otu0091	16775.735953813	7.02802678640558	1.44771984009767	4.85454892013598	1.20661081570725e-06	7.02860566298029e-05	0.0e+00	RPS	Chlamydia trachomatis 79.464	cec_cont_RNA	Otu009
Otu027	13.4962013326529	-5.68187041359341	1.88965861106569	-3.00682376187997	0.0026399276561345	0.0357405590368979	3.6e-02	Control	Clostridium sp. CAG:58 92.857	cec_cont_RNA	Otu027
Otu0312	238.139677740666	4.72262563584681	1.61763987666353	2.91945426418856	0.00350644843034922	0.0411423282494309	4.1e-02	RPS	Roseburia inulinivorans 100	cec_cont_RNA	Otu031
Otu0345	728.620109707716	8.35348283195298	1.76149136560447	4.74227861405749	2.11327712612378e-06	7.43873548395571e-05	0.0e+00	RPS	Anaerostipes hadrus 100	cec_cont_RNA	Otu034
Otu0402	392.403750510613	-8.68525358693067	1.65522068815052	-5.2471876705669	1.5443855877854e-07	1.35905931725115e-05	0.0e+00	Control	Roseburia inulinivorans 93.75	cec_cont_RNA	Otu040
Otu0456	80.237878796084	8.06918392657519	1.94064110721795	4.15799907389519	3.21047325237579e-05	0.000807204703454484	1.0e-03	RPS	Clostridium sp. CAG:75 90.179	cec_cont_RNA	Otu045
Otu0611	196.705176532392	-9.55761216035067	1.81886865599408	-5.25470166790416	1.48264605557753e-07	1.35905931725115e-05	0.0e+00	Control	Clostridium sp. CAG:58 97.321	cec_cont_RNA	Otu061
Otu0678	44.8643007368508	6.72275907075187	1.56101272486783	4.30666513069012	1.65734217083785e-05	0.000486153703445768	0.0e+00	RPS	Clostridium sp. CAG:167 100	cec_cont_RNA	Otu067
Otu077	5.13556916318043	-5.19930003164239	1.77535230373761	-2.92860184465721	0.00340490266035071	0.0411423282494309	4.1e-02	Control	Roseburia inulinivorans 94.643	cec_cont_RNA	Otu077
Otu1472	12.693664100308	6.24243611797323	1.62878889324933	3.83256304352615	0.000126815086327052	0.00278993189919515	3.0e-03	RPS	Roseburia sp. CAG:197 97.701	cec_cont_RNA	Otu147
